full_address,MAR_MATCHADDRESS,MAR_XCOORD,MAR_YCOORD,MAR_LATITUDE,MAR_LONGITUDE,MAR_WARD,MAR_CENSUS_TRACT,MAR_ZIPCODE,MARID,MAR_ERROR,MAR_SCORE,MAR_SOURCEOPERATION,MAR_IGNORE
939 M STREET NW,939 M STREET NW,397776.24,137552.66,38.90582915,-77.02563803,Ward 2,4902,20001,310543,,100,DC Address,
1225 10TH STREET NW,1225 10TH STREET NW,397763.2,137645.35,38.90666377,-77.02578867,Ward 2,4902,20001,242840,,100,DC Address,
925 M STREET NW,925 M STREET NW,397827.24,137562.31,38.90591588,-77.02505007,Ward 2,4902,20001,312571,,100,DC Address,
918 N STREET NW,918 N STREET NW,397854.21,137685.02,38.90702169,-77.02473952,Ward 2,4902,20001,239759,,100,DC Address,
1211 10TH STREET NW,1211 10TH STREET NW,397767.12,137597.04,38.90622892,-77.02574332,Ward 2,4902,20001,239762,,100,DC Address,
1918 12TH STREET NW,1918 12TH STREET NW,397545.41,138702.86,38.91618993,-77.02830341,Ward 1,4400,20009,298483,,100,DC Address,
1916 12TH STREET NW,1916 12TH STREET NW,397545.02,138697.18,38.91613877,-77.02830789,Ward 1,4400,20009,298482,,100,DC Address,
1917 13TH STREET NW,1917 13TH STREET NW,397454.76,138711.21,38.9162649,-77.02934871,Ward 1,4400,20009,279470,,100,DC Address,
1813 13TH STREET NW,1813 13TH STREET NW,397457.91,138533.79,38.91466665,-77.02931173,Ward 1,4400,20009,226449,,100,DC Address,
1801 13TH STREET NW,1801 13TH STREET NW,397449.32,138492.33,38.91429314,-77.02941062,Ward 1,4400,20009,240836,,100,DC Address,
1202 T STREET NW,1202 T STREET NW,397543.43,138613.82,38.91538749,-77.02832592,Ward 1,4400,20009,312388,,100,DC Address,
1701 13TH STREET NW,1701 13TH STREET NW,397452.58,138322.01,38.91275885,-77.0293724,Ward 2,5001,20009,279294,,100,DC Address,
1703 13TH STREET NW,1703 13TH STREET NW,397452.58,138328.31,38.9128156,-77.02937243,Ward 2,5001,20009,279297,,100,DC Address,
1705 13TH STREET NW,1705 13TH STREET NW,397451.76,138335.77,38.9128828,-77.02938191,Ward 2,5001,20009,279300,,100,DC Address,
1707 13TH STREET NW,1707 13TH STREET NW,397452.58,138340.9,38.91292901,-77.02937247,Ward 2,5001,20009,279304,,100,DC Address,
1709 13TH STREET NW,1709 13TH STREET NW,397452.16,138347.95,38.91299252,-77.02937734,Ward 2,5001,20009,279309,,100,DC Address,
1711 13TH STREET NW,1711 13TH STREET NW,397452.17,138354.48,38.91305135,-77.02937725,Ward 2,5001,20009,279316,,100,DC Address,
1645 13TH STREET NW,1645 13TH STREET NW,397455.71,138288.79,38.9124596,-77.02933619,Ward 2,5001,20009,238160,,100,DC Address,
1203 N STREET NW,1203 N STREET NW,397535.01,137727.9,38.90740714,-77.02841983,Ward 2,5002,20005,226444,,100,DC Address,
1205 N STREET NW,1205 N STREET NW,397523.68,137728.23,38.90741008,-77.02855046,Ward 2,5002,20005,276020,,100,DC Address,
1207 N STREET NW,1207 N STREET NW,397514,137728.62,38.90741356,-77.02866207,Ward 2,5002,20005,226456,,100,DC Address,
1306 12TH STREET NW,1306 12TH STREET NW,397544.82,137745.24,38.90756337,-77.02830679,Ward 2,5002,20005,226680,,100,DC Address,
1225 N STREET NW,1225 N STREET NW,397467.3,137743.32,38.90754585,-77.02920054,Ward 2,5002,20005,226417,,100,DC Address,
1310 12TH STREET NW,1310 12TH STREET NW,397540.44,137762.31,38.90771713,-77.02835735,Ward 2,5002,20005,226551,,100,DC Address,
1213 N STREET NW,1213 N STREET NW,397504.36,137735.32,38.90747389,-77.02877323,Ward 2,5002,20005,240908,,100,DC Address,
1220 11TH STREET NW,1220 11TH STREET NW,397630.43,137605.64,38.90630604,-77.02731928,Ward 2,5002,20001,243196,,100,DC Address,
1226 11TH STREET NW,1226 11TH STREET NW,397632.09,137624.96,38.90648008,-77.0273002,Ward 2,5002,20001,239101,,100,DC Address,
1224 11TH STREET NW,1224 11TH STREET NW,397631.83,137618.16,38.90641883,-77.02730318,Ward 2,5002,20001,239102,,100,DC Address,
1222 11TH STREET NW,1222 11TH STREET NW,397629.53,137612.56,38.90636837,-77.02732968,Ward 2,5002,20001,239103,,100,DC Address,
1212 M STREET NW,1212 M STREET NW,397505.75,137507.18,38.90541873,-77.02875638,Ward 2,5002,20005,226451,,100,DC Address,
1111 W STREET NW,1111 W STREET NW,397622.86,139056.84,38.91937892,-77.02741158,Ward 1,4400,20009,243078,,100,DC Address,
2250 11TH STREET NW,2250 11TH STREET NW,397630.26,139177.7,38.92046768,-77.02732666,Ward 1,4400,20001,307739,,100,DC Address,
1411 11TH STREET NW,1411 11TH STREET NW,397680.43,137900.73,38.90896444,-77.02674381,Ward 2,4901,20001,225482,,100,DC Address,
1413 11TH STREET NW,1413 11TH STREET NW,397680.37,137905.17,38.90900444,-77.02674452,Ward 2,4901,20001,243097,,100,DC Address,
1415 11TH STREET NW,1415 11TH STREET NW,397680.57,137909.68,38.90904507,-77.02674223,Ward 2,4901,20001,243099,,100,DC Address,
1102 R STREET NW,1102 R STREET NW,397629.1,138285.44,38.9124299,-77.02733696,Ward 2,5001,20009,239074,,100,DC Address,
1125 11TH STREET NW,1125 11TH STREET NW,397678.01,137497.06,38.90532804,-77.02677035,Ward 2,4902,20001,303363,,100,DC Address,
1006 M STREET NW,1006 M STREET NW,397710.98,137507.83,38.90542514,-77.02639027,Ward 2,4902,20001,239348,,100,DC Address,
1002 M STREET NW,1002 M STREET NW,397723.39,137510.37,38.90544806,-77.0262472,Ward 2,4902,20001,239350,,100,DC Address,
406 M STREET NW,406 M STREET NW,398560.03,137511.1,38.9054564,-77.01660152,Ward 6,4802,20001,237557,,100,DC Address,
444 M STREET NW,444 M STREET NW,398428.32,137506.49,38.90541465,-77.01812001,Ward 6,4802,20001,237559,,100,DC Address,
410 M STREET NW,410 M STREET NW,398547.11,137511.91,38.90546368,-77.01675048,Ward 6,4802,20001,309415,,100,DC Address,
430 M STREET NW,430 M STREET NW,398482.8,137510.73,38.90545294,-77.01749191,Ward 6,4802,20001,237549,,100,DC Address,
450 M STREET NW,450 M STREET NW,398409.59,137509.34,38.90544029,-77.01833595,Ward 6,4802,20001,237539,,100,DC Address,
1417 11TH STREET NW,1417 11TH STREET NW,397680.38,137915.7,38.9090993,-77.02674444,Ward 2,4901,20001,225503,,100,DC Address,
1425 11TH STREET NW,1425 11TH STREET NW,397686.21,137926.73,38.90919868,-77.02667726,Ward 2,4901,20001,300329,,100,DC Address,
1431 11TH STREET NW,1431 11TH STREET NW,397676.22,137942.47,38.90934044,-77.02679249,Ward 2,4901,20001,243102,,100,DC Address,
1004 N STREET NW,1004 N STREET NW,397697.62,137691.36,38.90707841,-77.02654492,Ward 2,4902,20001,310424,,100,DC Address,
1011 M STREET NW,1011 M STREET NW,397696.93,137549.78,38.90580301,-77.0265524,Ward 2,4902,20001,312330,,100,DC Address,
1201 O STREET NW,1201 O STREET NW,397542.2,137874.2,38.90872508,-77.02833746,Ward 2,5002,20005,226380,,100,DC Address,
1526 8TH STREET NW,1526 8TH STREET NW,397990.6,138052.33,38.91033087,-77.02316811,Ward 6,4901,20001,225722,,100,DC Address,
1539 9TH STREET NW,1539 9TH STREET NW,397942.69,138085.93,38.91063344,-77.0237206,Ward 6,4901,20001,225778,,100,DC Address,
1514 8TH STREET NW,1514 8TH STREET NW,397983.13,138025.02,38.91008484,-77.02325415,Ward 6,4901,20001,225645,,100,DC Address,
1505 9TH STREET NW,1505 9TH STREET NW,397937.82,138005.48,38.90990871,-77.02377651,Ward 6,4901,20001,279205,,100,DC Address,
1306 8TH STREET NW,1306 8TH STREET NW,397986.9,137746.98,38.90758016,-77.02320987,Ward 6,4902,20001,311060,,100,DC Address,
801 PENNSYLVANIA AVENUE NW,801 PENNSYLVANIA AVENUE NW,397960.83,136287.06,38.89442863,-77.02350611,Ward 2,5800,20004,279946,,100,DC Address,
24 LOGAN CIRCLE NW,24 LOGAN CIRCLE NW,397496.79,137924.88,38.90918149,-77.0288612,Ward 2,5002,20005,226078,,100,DC Address,
20 LOGAN CIRCLE NW,20 LOGAN CIRCLE NW,397508.5,137943.1,38.90934566,-77.02872626,Ward 2,5002,20005,226665,,100,DC Address,
27 LOGAN CIRCLE NW,27 LOGAN CIRCLE NW,397471.05,137903.57,38.90898945,-77.0291579,Ward 2,5002,20005,226080,,100,DC Address,
1610 11TH STREET NW,1610 11TH STREET NW,397628.29,138178.4,38.91146565,-77.02734593,Ward 2,5001,20001,218355,,100,DC Address,
1617 12TH STREET NW,1617 12TH STREET NW,397584.17,138211.06,38.91175974,-77.02785475,Ward 2,5001,20009,239064,,100,DC Address,
1621 12TH STREET NW,1621 12TH STREET NW,397586.08,138224.8,38.91188352,-77.02783277,Ward 2,5001,20009,301808,,100,DC Address,
1616 11TH STREET NW,1616 11TH STREET NW,397630.66,138198.33,38.91164519,-77.02731867,Ward 2,5001,20001,239072,,100,DC Address,
1618 11TH STREET NW,1618 11TH STREET NW,397630.34,138217.23,38.91181545,-77.02732242,Ward 2,5001,20001,242892,,100,DC Address,
1101 L STREET NW,1101 L STREET NW,397627.97,137397.54,38.90443139,-77.02734692,Ward 2,5002,20005,226517,,100,DC Address,
456 M STREET NW,456 M STREET NW,398391.16,137511.73,38.90546178,-77.01854844,Ward 6,4802,20001,237531,,100,DC Address,
1131 5TH STREET NW,1131 5TH STREET NW,398375.44,137485.2,38.90522276,-77.01872961,Ward 6,4802,20001,218020,,100,DC Address,
2212 11TH STREET NW,2212 11TH STREET NW,397633.14,139079.26,38.91958091,-77.02729311,Ward 1,4400,20001,238974,,100,DC Address,
2238 11TH STREET NW,2238 11TH STREET NW,397630.54,139154.31,38.92025698,-77.02732335,Ward 1,4400,20001,308571,,100,DC Address,
2214 11TH STREET NW,2214 11TH STREET NW,397632.58,139084.32,38.91962649,-77.02729959,Ward 1,4400,20001,238973,,100,DC Address,
2124 11TH STREET NW,2124 11TH STREET NW,397626.27,138986.26,38.91874312,-77.02737201,Ward 1,4400,20001,238981,,100,DC Address,
2132 11TH STREET NW,2132 11TH STREET NW,397632.18,139004.39,38.91890645,-77.02730392,Ward 1,4400,20001,238980,,100,DC Address,
2128 11TH STREET NW,2128 11TH STREET NW,397628.93,138995.48,38.91882618,-77.02734137,Ward 1,4400,20001,238991,,100,DC Address,
2105 12TH STREET NW,2105 12TH STREET NW,397580,138938.24,38.91831041,-77.02790539,Ward 1,4400,20009,238987,,100,DC Address,
2100 11TH STREET NW,2100 11TH STREET NW,397624.82,138937.57,38.9183045,-77.02738856,Ward 1,4400,20001,218613,,100,DC Address,
1503 12TH STREET NW,1503 12TH STREET NW,397584.51,137999.17,38.90985097,-77.02785008,Ward 2,5001,20005,225573,,100,DC Address,
1125 12TH STREET NW,1125 12TH STREET NW,397588.65,137458.04,38.90497629,-77.02780045,Ward 2,5002,20005,226409,,100,DC Address,
1820 9TH STREET NW,1820 9TH STREET NW,397903.71,138566.25,38.91496023,-77.0241715,Ward 1,4400,20001,276036,,100,DC Address,
926 T STREET NW,926 T STREET NW,397819.12,138613.57,38.9153863,-77.02514703,Ward 1,4400,20001,225431,,100,DC Address,
931 WESTMINSTER STREET NW,931 WESTMINSTER STREET NW,397801.93,138569.66,38.9149907,-77.0253451,Ward 1,4400,20001,226094,,100,DC Address,
1832 9TH STREET NW,1832 9TH STREET NW,397901.4,138600.14,38.91526552,-77.02419824,Ward 1,4400,20001,226472,,100,DC Address,
1124 10TH STREET NW,1124 10TH STREET NW,397720.96,137459.06,38.90498583,-77.02627505,Ward 2,4902,20001,239361,,100,DC Address,
1209 O STREET NW,1209 O STREET NW,397516.05,137876.93,38.9087496,-77.02863897,Ward 2,5002,20005,225341,,100,DC Address,
2117 10TH STREET NW,2117 10TH STREET NW,397776.09,138975.53,38.91864685,-77.02564437,Ward 1,4400,20001,239436,,100,DC Address,
945 T STREET NW,945 T STREET NW,397780.49,138654.06,38.91575095,-77.02559259,Ward 1,4400,20001,239486,,100,DC Address,
1916 9TH STREET NW,1916 9TH STREET NW,397901.41,138691.64,38.91608978,-77.02419841,Ward 1,4400,20001,239493,,100,DC Address,
905 WESTMINSTER STREET NW,905 WESTMINSTER STREET NW,397880.52,138571.83,38.91501044,-77.02443892,Ward 1,4400,20001,239575,,100,DC Address,
906 T STREET NW,906 T STREET NW,397880.86,138613.43,38.91538519,-77.02443512,Ward 1,4400,20001,239567,,100,DC Address,
925 WESTMINSTER STREET NW,925 WESTMINSTER STREET NW,397818.85,138569.51,38.91498939,-77.02515,Ward 1,4400,20001,239538,,100,DC Address,
944 T STREET NW,944 T STREET NW,397767.56,138612.9,38.91538014,-77.02574155,Ward 1,4400,20001,239549,,100,DC Address,
1826 9TH STREET NW,1826 9TH STREET NW,397901.26,138582.85,38.91510977,-77.02419981,Ward 1,4400,20001,239572,,100,DC Address,
1824 9TH STREET NW,1824 9TH STREET NW,397900.56,138577.05,38.91505752,-77.02420786,Ward 1,4400,20001,239573,,100,DC Address,
902 T STREET NW,902 T STREET NW,397898.51,138618.46,38.91543055,-77.02423162,Ward 1,4400,20001,218780,,100,DC Address,
915 S STREET NW,915 S STREET NW,397864.47,138491.31,38.91428505,-77.02462373,Ward 1,4400,20001,239516,,100,DC Address,
1836 9TH STREET NW,1836 9TH STREET NW,397900.48,138611.64,38.91536911,-77.02420889,Ward 1,4400,20001,239568,,100,DC Address,
941 S STREET NW,941 S STREET NW,397786.11,138490.51,38.91427765,-77.02552726,Ward 1,4400,20001,239528,,100,DC Address,
1708 9TH STREET NW,1708 9TH STREET NW,397892.24,138374.4,38.91323196,-77.02430317,Ward 6,4901,20001,309021,,100,DC Address,
1704 9TH STREET NW,1704 9TH STREET NW,397898.87,138361.3,38.91311396,-77.02422669,Ward 6,4901,20001,238074,,100,DC Address,
924 S STREET NW,924 S STREET NW,397836.62,138446.57,38.91388195,-77.02494472,Ward 6,4901,20001,239672,,100,DC Address,
903 R STREET NW,903 R STREET NW,397897.31,138327.87,38.91281281,-77.02424457,Ward 6,4901,20001,239615,,100,DC Address,
1718 9TH STREET NW,1718 9TH STREET NW,397903.35,138427.98,38.91371465,-77.02417523,Ward 6,4901,20001,302975,,100,DC Address,
910 S STREET NW,910 S STREET NW,397879.49,138446.81,38.91388422,-77.02445041,Ward 6,4901,20001,310215,,100,DC Address,
912 S STREET NW,912 S STREET NW,397873.59,138446.87,38.91388475,-77.02451844,Ward 6,4901,20001,310216,,100,DC Address,
900 S STREET NW,900 S STREET NW,397906.17,138448.32,38.91389789,-77.02414278,Ward 6,4901,20001,239696,,100,DC Address,
19 LOGAN CIRCLE NW,19 LOGAN CIRCLE NW,397512.07,137956.81,38.90946917,-77.02868515,Ward 2,5002,20005,225926,,100,DC Address,
1410 12TH STREET NW,1410 12TH STREET NW,397544.82,137901.57,38.90897164,-77.02830735,Ward 2,5002,20005,297786,,100,DC Address,
1405 12TH STREET NW,1405 12TH STREET NW,397590.61,137913.47,38.90907897,-77.02777945,Ward 2,5002,20005,226553,,100,DC Address,
1115 O STREET NW,1115 O STREET NW,397592.08,137879.17,38.90876999,-77.02776238,Ward 2,5002,20005,276022,,100,DC Address,
1117 O STREET NW,1117 O STREET NW,397586.07,137879.32,38.90877132,-77.02783167,Ward 2,5002,20005,226387,,100,DC Address,
1119 O STREET NW,1119 O STREET NW,397579.71,137878.45,38.90876347,-77.027905,Ward 2,5002,20005,226412,,100,DC Address,
1107 O STREET NW,1107 O STREET NW,397619.35,137876.06,38.90874204,-77.02744796,Ward 2,5002,20005,226508,,100,DC Address,
1230 4TH STREET NW,1230 4TH STREET NW,398579.92,137658.51,38.90678436,-77.01637251,Ward 6,4802,20001,237503,,100,DC Address,
1234 4TH STREET NW,1234 4TH STREET NW,398580.25,137669.35,38.90688201,-77.01636873,Ward 6,4802,20001,309173,,100,DC Address,
1232 4TH STREET NW,1232 4TH STREET NW,398579.9,137663.9,38.90683291,-77.01637276,Ward 6,4802,20001,218068,,100,DC Address,
1228 4TH STREET NW,1228 4TH STREET NW,398579.5,137654.32,38.90674661,-77.01637735,Ward 6,4802,20001,218064,,100,DC Address,
2122 11TH STREET NW,2122 11TH STREET NW,397631.11,138980.67,38.91869277,-77.02731618,Ward 1,4400,20001,238982,,100,DC Address,
1100 W STREET NW,1100 W STREET NW,397636.46,139015.71,38.91900844,-77.02725461,Ward 1,4400,20009,238993,,100,DC Address,
1109 O STREET NW,1109 O STREET NW,397607.4,137883.11,38.90880552,-77.02758576,Ward 2,5002,20005,226506,,100,DC Address,
1404 11TH STREET NW,1404 11TH STREET NW,397631.92,137882.3,38.90879829,-77.02730305,Ward 2,5002,20001,225434,,100,DC Address,
1412 11TH STREET NW,1412 11TH STREET NW,397629.13,137915.81,38.90910015,-77.02733533,Ward 2,5002,20001,226679,,100,DC Address,
1426 11TH STREET NW,1426 11TH STREET NW,397623.9,137954.39,38.90944768,-77.02739577,Ward 2,5002,20001,225526,,100,DC Address,
1414 11TH STREET NW,1414 11TH STREET NW,397629.14,137921.28,38.90914943,-77.02733524,Ward 2,5002,20001,225489,,100,DC Address,
1226 4TH STREET NW,1226 4TH STREET NW,398579.14,137649.58,38.90670391,-77.01638149,Ward 6,4802,20001,309384,,100,DC Address,
1222 4TH STREET NW,1222 4TH STREET NW,398579.06,137639.4,38.9066122,-77.01638239,Ward 6,4802,20001,237513,,100,DC Address,
1220 4TH STREET NW,1220 4TH STREET NW,398578.81,137634.13,38.90656473,-77.01638526,Ward 6,4802,20001,309382,,100,DC Address,
1224 4TH STREET NW,1224 4TH STREET NW,398579.18,137644.71,38.90666004,-77.01638102,Ward 6,4802,20001,309383,,100,DC Address,
447 RIDGE STREET NW,447 RIDGE STREET NW,398465.07,137636.7,38.90658769,-77.0176966,Ward 6,4802,20001,310195,,100,DC Address,
401 M STREET NW,401 M STREET NW,398582.4,137551.38,38.90581929,-77.0163437,Ward 6,4802,20001,237465,,100,DC Address,
462 RIDGE STREET NW,462 RIDGE STREET NW,398421.15,137606.51,38.90631565,-77.0182029,Ward 6,4802,20001,304575,,100,DC Address,
436 M STREET NW,436 M STREET NW,398456.86,137494.83,38.90530966,-77.01779094,Ward 6,4802,20001,226082,,100,DC Address,
440 M STREET NW,440 M STREET NW,398442.02,137507.66,38.90542521,-77.01796206,Ward 6,4802,20001,226563,,100,DC Address,
1143 5TH STREET NW,1143 5TH STREET NW,398375.32,137516.99,38.90550914,-77.01873107,Ward 6,4802,20001,237536,,100,DC Address,
440 12TH STREET NE,440 12TH STREET NE,400814.21,136378.88,38.89525776,-76.99061425,Ward 6,8100,20002,22454,,100,DC Address,
1116 C STREET NE,1116 C STREET NE,400771.86,136212.99,38.8937634,-76.99110263,Ward 6,8100,20002,73878,,100,DC Address,
324 12TH STREET NE,324 12TH STREET NE,400821.07,136280.96,38.89437566,-76.99053529,Ward 6,8100,20002,310107,,100,DC Address,
326 12TH STREET NE,326 12TH STREET NE,400822.29,136288.31,38.89444187,-76.99052122,Ward 6,8100,20002,287793,,100,DC Address,
1105 EAST CAPITOL STREET SE,1105 EAST CAPITOL STREET SE,400763.54,135687.78,38.88903212,-76.99119912,Ward 6,6700,20003,74289,,100,DC Address,
1127 C STREET SE,1127 C STREET SE,400825.2,135334.94,38.88585355,-76.99048882,Ward 6,6700,20003,146380,,100,DC Address,
735 12TH STREET SE,735 12TH STREET SE,400820.96,134686.39,38.88001117,-76.99053847,Ward 6,7100,20003,78445,,100,DC Address,
719 12TH STREET SE,719 12TH STREET SE,400821.8,134740.39,38.88049762,-76.99052872,Ward 6,7100,20003,77537,,100,DC Address,
1228 I STREET NE,1228 I STREET NE,400947.65,137074.75,38.90152628,-76.98907507,Ward 6,8410,20002,70641,,100,DC Address,
1230 I STREET NE,1230 I STREET NE,400954.16,137073.18,38.90151213,-76.98900003,Ward 6,8410,20002,70557,,100,DC Address,
913 12TH STREET NE,913 12TH STREET NE,400870.73,137103.97,38.90178958,-76.9899618,Ward 6,8410,20002,82183,,100,DC Address,
911 12TH STREET NE,911 12TH STREET NE,400872.36,137098.69,38.90174201,-76.98994302,Ward 6,8410,20002,82096,,100,DC Address,
410 15TH STREET NE,410 15TH STREET NE,401397.69,136373.27,38.89520649,-76.98388824,Ward 6,8001,20002,26979,,100,DC Address,
539 TENNESSEE AVENUE NE,539 TENNESSEE AVENUE NE,401393.98,136568.27,38.89696313,-76.98393061,Ward 6,8001,20002,9354,,100,DC Address,
350 G STREET SW,350 G STREET SW,398562.48,134800.79,38.88104093,-77.0165676,Ward 6,10500,20024,297627,,100,DC Address,
355 I STREET SW,355 I STREET SW,398563.8,134634.77,38.87954536,-77.01655204,Ward 6,10500,20024,298693,,100,DC Address,
240 M STREET SW,240 M STREET SW,398636.3,134176.12,38.87541378,-77.01571558,Ward 6,11000,20024,145219,,100,DC Address,
1391 PENNSYLVANIA AVENUE SE,1391 PENNSYLVANIA AVENUE SE,401163.05,134723.61,38.88034607,-76.98659583,Ward 6,7100,20003,302637,,100,DC Address,
420 16TH STREET SE,420 16TH STREET SE,401562.27,135065.48,38.88342515,-76.98199403,Ward 6,6802,20003,25901,,100,DC Address,
1623 D STREET SE,1623 D STREET SE,401616.23,135121.32,38.88392775,-76.98137199,Ward 6,6802,20003,59393,,100,DC Address,
1621 D STREET SE,1621 D STREET SE,401611.6,135121.25,38.88392712,-76.98142535,Ward 6,6802,20003,59531,,100,DC Address,
244 14TH PLACE NE,244 14TH PLACE NE,401321.09,136152.93,38.89322171,-76.98477167,Ward 6,8002,20002,307766,,100,DC Address,
1415 NORTH CAROLINA AVENUE NE,1415 NORTH CAROLINA AVENUE NE,401303.94,135979.96,38.89166355,-76.98496968,Ward 6,8002,20002,64582,,100,DC Address,
1015 33RD STREET NW,1015 33RD STREET NW,394304.52,137336.63,38.90386744,-77.06566216,Ward 2,202,20007,274891,,100,DC Address,
201 MASSACHUSETTS AVENUE NE,201 MASSACHUSETTS AVENUE NE,399750.14,136308,38.89461959,-77.00288022,Ward 6,8200,20002,286590,,100,DC Address,
230 MARYLAND AVENUE NE,230 MARYLAND AVENUE NE,399764.95,136082.65,38.89258956,-77.00270942,Ward 6,8200,20002,298515,,100,DC Address,
236 MARYLAND AVENUE NE,236 MARYLAND AVENUE NE,399770.66,136086.08,38.89262046,-77.0026436,Ward 6,8200,20002,298521,,100,DC Address,
1 18TH STREET SE,1 18TH STREET SE,401805.25,135728.76,38.88939976,-76.97919182,Ward 6,6801,20003,76000,,100,DC Address,
2500 Q STREET NW,2500 Q STREET NW,395476.16,138058.36,38.91037585,-77.05215929,Ward 2,100,20007,274798,,100,DC Address,
475 K STREET NW,475 K STREET NW,398411.73,137213.99,38.90277967,-77.0183106,Ward 6,4701,20001,304766,,100,DC Address,
400 MASSACHUSETTS AVENUE NW,400 MASSACHUSETTS AVENUE NW,398535.74,136916.43,38.90009936,-77.0168803,Ward 2,5900,20001,289390,,100,DC Address,
752 9TH STREET SE,752 9TH STREET SE,400562.36,134655.55,38.87973355,-76.99351885,Ward 6,7000,20003,152335,,100,DC Address,
